question;class
ВУЗ имеет серьёзную техническую направленность. Математику/Физику на ЕГЭ сдавать базовый или профильный уровень? Русский язык?;ENTER
Добрый день! Скажите, пожалуйста, можно ли поступить на Факультет (колледж) электроники и информатики самостоятельно по результатам ЕГЭ или поступить можно только по направлению предприятия? Из информации на сайте не совсем понятен этот момент.;ENTER
Прошу пояснить: если я сдал ЕГЭ в 2015 г., нужно ли сдавать внутренние испытания?;ENTER
Здравствуйте!Если поступать на целевое обучение по специальности работа с молодежью,в каких организациях можно взять направление?;PRIV
Здравствуйте! В связи с изменением предметов для поступления на иняз возможна ли сдача ЕГЭ по обществознанию в МИЭТе?;ENTER
Я сдал ГТО(Готов к труду и обороне) на бронзу.Сколько лишних баллов могу получить?;PRIV
Здравствуйте! А минимальное количество баллов указано для бюджетников или для платников тоже?;RANG
На направлении менеджмент на очно-заочной форме обучения можно ли обучаться на бюджете?;ORG
Добрый день. Я поступаю из другого города, хочу поступить на факультет МПиТК. Сдал ЕГЭ в этом году математика-76, русский-84, физика-69. Есть ли смысл подавать оригинал аттестата в приемную комиссию? Какие шансы с моими баллами поступить на эту специальность?;RANG
На бюджет можно поступить только с Московской пропиской?;ENTER
Добрый день. учащимся на прикладной информатике предоставляется общежитие? и есть ли преимущества в получении места в общежитии для детей из многодетной семьи?;ENTER
Здравствуйте! Скажите, при зачислении на 1 курс берутся во внимание баллы ЕГЭ по профильным предметам (математика и физика) или решающую роль отводят сумме баллов?;RANG
А куда делись баллы по ИКТ в списках Прикладной информатики?;RANG
Сколько баллов нужно на поступление в бюджетные места? Вырускник 2016г.  ;RANG
Добрый день! Где можно ознакомиться с показателями проходных баллов для очно-заочной формы обучения?;RANG
Скажите пожалуйста, где можно почитать дополнительню информацию о целевом наборе?;PRIV
Здравствуйте, подскажите пожалуйста, как будут зачисляться абитуриенты которые подали заявки на целевой прием? Какой конкурс будет среди них?;RANG
Подскажите, если пришло письмо о том, что ты был включен в список целевого набора, будет ли еще какой-то конкурсс реди абитуриентов этого списка?;RANG
какое заявление необходимо от органа государственной власти на получение целевого места?;DOC
добрый день.не подскажите когда будут весеть списки зачисленных на факультет Дизайн на бютжет?Ведь результаты творческого уже известны.. Зарание спасибо,Кристина.;RANG
Здраствуйте, подскажите. Сегодня 30. Можно ли узнать вышел приказ о зачислении целевиков? Все целевики были зачислены?;RANG
Здравствуйте а какие документы нужны для целевого направления?;DOC
Здравствуйте! Подскажите пожалуйста, может ли студент, учась на целевом месте перевестись на другую специальность в том же вузе, придется ли оплачивать учебу за то время, пока он учился на целевом месте и какие еще проблемы могут возникнуть? Заранее спасибо.;ORG
Я студент 1 курса ОГАУ. Школу закончил с золотой медалью, но все-таки подстраховался и взял направление от местного предприятия. Могу ли я сейчас, после года обучения отказаться от целевого набора?;ORG
Здравствуйте!я так понимаю,что если я поступлю на бюджет в какое-нибудь учебное заведение,то я смогу отказаться от целевого набора?;ORG
Здраствуйте! Скажите пожалуйста, определенные баллы нужны для поступления при целевом наборе?;RANG
Уважаемая Ирина!Никакое предприятие  нас не направляло, мы писали заявление в школе,где толком нам ничего не объяснили, потому что не знают. Может быть, вы знаете, какое предприятие направляет учащихся Зеленоградских школ? Ранее Дмитрий писал, что обязательств нет. Но информации никакой нет, хотя уже 1 июня, а в мае должны были принять решение, сколько человек будут набирать по целевому набору. Вообще, складывается впечатление, что это какая-то закрытая тема.Ничего конкретного узнать ни у кого нельзя. А слух прошел, что заставят отрабатывать, но тогда должны сказать где и хоть какой-то договор заключить. Будьте добры, разъясните ситуацию.;ORG
Здравствуйте! Хотел бы уточнить, если я подал заявление на один факультет по целевому набору, то могу я на общем конкурсе подавать на этот же факультет? Спасибо);ORG
А в каких числах конкурс на целевое направление?;PRIV
Здравствуйте! А могу ли я подать заявление на общий конкурс вместе с заявлением на целевой набор и на один и тот же факультет? Или необходимо обязательно ждать результатов зачисления по целевому набора, а только после этого подавай на общий? Спасибо.;PRIV
Здравствуйте, а где сдают экзамены на целевое направление у себя в республике или же в самом институте?;ENTER
Здравствуйте, если мне предоставили целевое место в один ВУЗ, а я уже сдал документы в другой и буду проходить для зачисления, могу ли я отказаться от целевого или уже будет поздно в 20-ых числах июля?;ORG
здравствуйте,я учавствую в конкурсе на целевое, у меня всего 131 балл, на это направление на бюджет порог  198-6 балл, я здаю оригиналы,  могу я после вывешиванья списков, забрать докумены(оригиналы) и подать в другой вуз,?;ORG
Как можно узнать поступила я или нет. И где можно просмотреть список?;RANG
Здравствуйте, когда выйдет официальный приказ о зачислении абитуриентов в число студентов по целевому набору? и до какого числа можно забрать документы?;RANG
Здравствуйте. В приказе а зачислении по целевому набору я был указан, то есть поступил. Что теперь мне необходимо делать, если надо ?;ORG
Скажите пожалуйста, определенные баллы нужны для поступления при целевом наборе?;RANG
Скажите,пожалуйста.если я пишу заявление об отчислении по собственному желанию,учась на целевом наборе,должна ли я платить за 1,5 года учебы?;ORG
Здравствуйте! Уточните, пожалуйста, где Вы учитесь. Вы поступали по целевому набору от школы или от ОПК?;ORG
здравствуйте,скажите,имеет ли право гражданин приехавших из другого города т.е. не с Москвы или Зеленограда,с целевым направлением,участвовать в конкурсе на целевой набор?;ORG
Здравствуйте! Я закончила школу в 2011 году, смогу ли я поступать заново на основе целевого направления?;ENTER
Здравствуйте. сколько целевых мест обычно предусматривается на один факультет вуза?  и что будет, если я не подаду в списки поступивших по целевому направлению? спасибо;ENTER
могут ли целевые направления привышать бюджетные места на факультете??;ORG
Здравствуйте! Меня интересует вопрос,в каких случаях возможен перевод из одного вуза в другой,если я учусь по целевому направлению?;ORG
Подскажите пожалуйста, я учусь на целевом, если меня выкинут с института, мне нужно возвращать деньги за обучение??;ORG
а в 2013г надо будет здавать обществознание на факультет иностранных языков?;ENTER
Здравствуйте. Скажите, пожалуйста, а по целевому набору могут поступить только жители Зеленограда?;ORG
Здравствуйте! Меня интересует в чем заключается конкурс целевиков, и как он проходит? Заранее большое спасибо.;RANG
Здраствуйте! Подскажите пожалуйста в 2013 году правила по целевому набору те же? по прежнему 30 июля я смогу узнать зачислена я или нет?;ORG
здравствуйте! если по целевому направлении на одно место только один человек направлен в мед вуз и еще имеется мед образования все равно надо сдавать экзамены ?;ORG
Если министерство образование выделило для организации специально для меня бюджетное место, то что насчет конкурса? компания уже заплатила деньги за мое место, но значит ли, что согласно указу нужно проводить конкурс?;ORG
каким образом проводится конкурс по целевым направлениям?;ORG
Здравствуйте!Где узнать о целевом наборе на 2014 год?Где формируются списки в Зеленограде?Спасибо;ORG
1. Если я подаю документы на целевое направление, могу ли я также подать документы в другие 5 ВУЗов на общих основаниях? ;ORG
Здравствуйте! Как получить целевое направление на 2014 год? (хотелось поподробней узнать о целевом наборе),Где формируются списки и  до какого числа? Спасибо;ORG
Здравствуйте! Подскажите пожалуйста что нужно для того, чтобы попасть на целевое обучение? Есть ли список организаций, которые направляют абитуриентов в МИЭТ? Есть ли у вас какие-то дни открытых дверей, экскурсии на такие предприятия?;ORG
А вот интересно, москвичи могут претендовать на общежитие?;HOST
Добрый вечер! Предоставляется ли общежитие для направления Менеджмент факультет ИнЭУП?;HOST
добрый вечер. подскажите пожалуйста на направления 09.03.01,10.03.01,11.03.02 предоставляется общежитие? далеко ли оно от университета? и ведется ли набор на эти направления? мы проживаем в краснодарском крае планируем документы отправлять почтой. но очень переживаю дойдут ли они до вас. поясните как четко у вас работает отдел по работе с письмами и документами. спасибо.;HOST
Каковы размеры стипендии?;ORG
Здравствуйте, а как обстоят дела с трудоустройством во время учебной деятельности? как бы хорошо видно, что на такую степендию выживать будет проблематично. заранее спасибо);ORG
Здраствуйте, скажите пожалуйста, получают ли стипендии студенты принятые по целевому набору?;ORG
Здравствуйте.В какие сроки нужно предоставить справку на получение социальной стипендии?;ORG
Здравствуйте.На днях пришло по почте уведомление о том, что я поступил.Куда нужно предъявить эту справку?;ORG
Здравствуйте.. Я нахожусь в списке рекомендованных к зачислению.(204 балла) будет ли мне предоставлено общежитие? Я иногородний. С уважением, Глеб.;HOST
Если по баллам не пройду на общагу,есть ли какие-то льготы как социально незащищенной категории граждан.Мать пенсионерка и у нее нас двое иждивенцев.Или все же лучше забрать документы?;PRIV
Здравствуйте.. Я нахожусь в списке рекомендованных к зачислению.(239 баллов) будет ли мне предоставлено общежитие? Я иногородний... и сколько вообще мест с общежитием в этом году?;HOST
Здравствуйте, хотел узнать, если ближе  к 4-му августа астанутся места в общежитии, есть ли у меня шансы  его получить кол-во баллов 163 факультет ЭТМО орегиналы уже в МИЭТе? Нужно ли мне вторично заполнять заявление №2?  Небудет ли поздно? ;HOST
У меня 202 б. Поступаю на ЭКТ. Будет ли место в общежитии?;HOST
здравствуйте,Дмитрий.Скажите тем кто не попал в общежитие все равно надо вставать на воинский учет в Зеленограде?Если да то как быть с регистрацией?Найти хозяев жилья согласных сделать регистрацию трудно а для военкомата она нужна.;HOST
По сколько человек селят  в 1 комнату? А именно, в 15 корпусе для студентов МПиТК?;HOST
Здравствуйте. Скажите, пожалуйста, для заселения в общежите понадобится дополнительно мед. справка (помимо 086)?;HOST
Я претендую на общежитие. Будет ли возможность выписаться с прежнего адреса регистрации дистанционно, когда я, уже  будучи в Зеленограде, буду зачислен с общежитием?;HOST
Скажите,пожалуйста,какова в общежитии мебель? Как ремонт? Поярдок ли? Кухня,душ,туалет рассчитаны на соклько человек?;HOST
Здравствуйте.Хотелось бы узнать, можно ли заселиться с другом в комнату для 2ух человек?если мы поступили на разные факультеты(ЭКТ,МПиТК).;HOST
Здравствуйте, по сколько человек в комнату селят на МП?;HOST
Здравствуйте, меня интересует такой вопрос, возможно ли у вас проживание в коммерческом общежитии, то есть не по 4-5 человек, а хотя бы по 2, за дополнительную плату?;HOST
какого числа можно заселяться в общежитие?;HOST
Добрый день! Ответьте, пожалуйста, это точно, что все бюджетники 1 курса (МТиТК)  получат общежитие?;HOST
Когда будет приказ о выделении места в общежитии?;HOST
Когда будет приказ о предоставлении мест в общежитии магистрам?;HOST
А каким образом происходит заселение? Парни и девушки на разных этажах?;HOST
Что вообще есть в комнатах? что с собой везти, кроме  себя любимого и личных вещей  ;HOST
Здравствуйте, все ли общежития одинаковой комфортности, может есть какие нибудь подороже, но условия получше?;HOST
Извините, а шкафы для каждого человека отдельно или для троих один большой шкаф?;HOST
Какую дополнительную информация по поводу предоставления общежития необходимо узнать в приемной комиссии жителям московской области?;HOST
Уточните, пожалуйста, информацию о предоставлении общежития: мо не предоставляется? Я живу в мо за 300 км от института, добираться с пересадками 4-5 часов. Обещали, что общежитие дадут.;HOST
А нужно что-нибудь платить при заселении?;HOST
А что представляет из себя общежитие? Блочного типа или коридорного?;HOST
Добрый день! Ответьте , пожалуйста, нужно ли выписываться с места постоянного проживания иногородним студентам для получения временной регистрации в общежитии?;HOST
Добрый день! Для заселения в общежитие нужно 4 фотографии. Какого формата?;HOST
Если я жила в 9 корпусе в некой комнате *** когда была бакалавром, а теперь поступила в магистратуру - эта комната *** остается за мной? или это как-то надо куда-то звонить, выяснять?;HOST
А нужно привозить свой собственный компьютер или есть какой-то компьютерный класс?;HOST
А при заселении сразу ехать в общежитие? Подскажите адрес, пожалуйста);HOST
Добрый день! Не могли бы Вы дать ссылку на приказы о заселении в общежитие? Приказы о зачислении видны, а приказы о заселении - нет.;HOST
Здравствуйте,можно ли заселиться в одну комнату,если с друзьями будем учиться на разных факультетах?;HOST
Когда будут приказы о предоставлении общежития поступившим во вторую волну?;HOST
Здравствуйте! Мы поступили в МИЭТ на ПрИТ, где нет общежития. Можем ли мы обратиться и куда с просьбой о предоставлении нам (все-таки) такого места? Спасибо.;HOST
Здравствуйте. Какие документы и сколько денег надо брать с собой на заселение? И вопрос в качестве офф-топа, дабы не писать второе сообщения: с какого числа работает деканат МПиТК и будет ли возможность пройти в институт,чтобы взять справки, до получения студенческого билета?;HOST
В какое время лучше звонить коменданту общежития? Мы никак не можем дозвониться.;HOST
Здравствуйте! Согласитесь самостоятельно сделать временную регистрацию не легко. Студентам, которым не предоставлено общежитие (ПрИТ) надо самим арендовать жилье, и не каждый согласиться предоставить временную регистрацию. В Положении о предоставлении мест в Студгородке ясно сказано, что к 1 сентябрю таких студентов начнут отчислять. Согласитесь это не очень-то приятно. Или я что-то не поняла? 2 недели до посвящения, а мы пока не то-что регистрацию, мы квартиру (комнату) найти не можем. Может с отчислением не так все страшно????;HOST
Ни один телефон не отвечает. Какие документы нужны для заселения в общежитие? Паспорт, военный билет, фото 4 шт., справка 086. Еще что-нибудь нужно?;HOST
Я хотел бы заселиться в общежитие 24 числа однако моя справка(у-086) будет готова только к 30-31 числу. Возможно ли заселение без справки?;HOST
Добрый вечер. Плата за общежитие сентябрь- январь, вроде, пять месяцев. Платим 3500 или  3000 руб.?;HOST
На счет снятия с военного учета:в военкомате сказали что нужен точный адрес будущего проживания.Могут ли меня поселить в корпус другого факультета?;HOST
Здравствуйте! Если я поступлю в ваш институт в 2016 году, будет ли мне предоставлено общежитие, если я выбираю факультет ИТС Конструирование и технология электронных средств? Я из Смоленской области.;HOST
Добрый день. Подскажите пожалуйста, будут ли предоставлены места в общежитии при платном обучении?;HOST
здравсвуйте,а когда появится более точная информация о предоставление общежития для постпающих на факультет дизайна?;HOST
Получается, что на факультет ПрИТ нет общежития?? ;HOST
Доброго времени суток! скажите, предоставляется ли общежитие жителям Подмосковья? живу в Пушкинском районе, т.е. с другой стороны Москвы;HOST
У меня тот же вопрос, объявление результатов конкурса на места в общежитиях будет в те же сроки что и на поступление?(факультеты ЭКТ, МПиТК, ЭТМО);HOST
Здраствуйте. Скажите, пожалуйста, места в общежитии МИЭТ распеределяются пропорционально количеству бюджетных мест на факультетах?;HOST
А есть у вас платное общежитие, если есть дайте телефон и подробную информацию ??;HOST
C чем связано дискриминационное ограничение в предоставлении общежития для поступивших на ПрИТ? В отличие от МПиТК здесь вместо ЕГЭ по физике сдается ЕГЭ по информатике, а значит, это вовсе не близкие специальности и направления, как Вы изволили выразиться в ответе Дм.Коваленко выше...;HOST
здравствуйте,а если я хочу поступить на ИнЭУП,но я живу очень далеко от Зеленограда..более 600 км...мне дадут комнату в общежитии или мне придется самой искать жилье?;HOST
Можно узнать проходные баллы 2010г. с общежитием?;HOST
Здравствуйте! Собираюсь поступать на дизайн в ваш ВУЗ. Мне, как иногороднему предоставится место в общежитии? И, даётся ли общежитие только при проходе на бюджет? Учащемуся на коммерческой основе оно не предоставляется?;HOST
Здравствуйте! Скажите, пожалуйста, может ли семейная пара получить комнату в общаге, учась на Прите и Дизайне? На бюджете, из Тверской области.;HOST
А можно узнать список факультетов, студентам которых предоставляется общежитие?;HOST
Можно ли получить общежитие, учась на Прикладной информатике в 2015? Был на дне открытых дверей 19 апреля, и там мне сказали, что общежитие получить можно (если останутся места после выдачи другим факультетам), но информация на сайте и форуме говорит об обратном. Помогите разобраться, пожалуйста.;HOST
Здравствуйте. Хочу на факультет ПрИТ. На данный момент проживаю в Волгоградской области. Пожалуйста, посоветуйте, что лучше делать с проживанием. Стоит ли ждать, что какие-то места в общежитии останутся?;HOST
Сколько баллов требуется для предоставления общежития на факультете МПиТК?;HOST
А если не получить регистрацию в общежитии (не пройти на него конкурс ) ,то надо будет делать прописку в Московской области , Москве , Зеленограде?;HOST
Или независимо от прохода на общежитие мне там сделают регистрацию?;HOST
Здравствуйте! Согласитесь самостоятельно сделать временную регистрацию не легко. Студентам, которым не предоставлено общежитие (ПрИТ) надо самим арендовать жилье, и не каждый согласиться предоставить временную регистрацию. В Положении о предоставлении мест в Студгородке ясно сказано, что к 1 сентябрю таких студентов начнут отчислять. Согласитесь это не очень-то приятно. Или я что-то не поняла? 2 недели до посвящения, а мы пока не то-что регистрацию, мы квартиру (комнату) найти не можем. Может с отчислением не так все страшно????;HOST
Здравствуйте! Нужно ли привозить с собой кастрюли, чайники и прочую утварь для готовки?;HOST
Здравствуйте. Скажите, места в общежитии уже заранее для каждого распределены или нужно, так сказать, приехать как можно раньше, чтобы успеть занят какое нибудь место?;HOST
Можно ли использовать микроволновку или электрический чайник?;HOST
Возможно ли хранение велосипедов в Общежитии? И где. Вероятно, в комнатах места не хватит.;HOST
Вопрос не совсем про общежитие, но все же пожалуйста ответьте. Знаю в многих вузах в двадцатых числах проводят первое и второе собрание факультетов, где заполняют документы на студенческий билет и тд. Скажите,а в МИЭТе такие собрания проводились, просто я  о них даже не слышал?;HOST
Здравствуйте, а на время заселения можно родителям проживать в общежитии??;HOST
Здравствуйте. Поступил на ЭКТ. Куда при заселении ехать? Какой адрес?;HOST
а студенческий билет когда будут выдавать?;ORG
Здравствуйте, с какого числа начинается заселение в общежитие и что из документов следует с собою на него брать?;HOST
Если я из многодетной и малоимущей семьи, мне полагаются какие либо льготы связанные с общежитием?;HOST
Здравствуйте. Если мы приедем 24 во вторую половину дня, то успеем заселиться в общежитие? до которого часа заселяют?;HOST
Здравствуйте. Скажите, в каких общежитиях проживают ребята с факультетов Электроника и наноэлектроника, Информатика и вычислительная техника и Конструирование и технология...? Я имею ввиду № корпуса.;PRIV
Предоставляется ли общежитие абитуриентам факультета иностранных языков?;HOST
Можно ли получить общежитие, не имея приписного свидетельства?;HOST
перед заспелением в общежитии нужно ли сдавать дополнительные анализы (например на ВИЧ и т.п.),кроме справки 086у?;HOST
Здравствуйте, я поступила в магистратуру, общежитие мне предоставили. проблема в том что у меня есть маленький ребенок 5 месяцев, можно ли будет занять или всю комнату или комнаты для семейных если такие имеются? если занимать всю комнату(на 2х чел.) то я бы заплатила еще и за это место. ребенка я оставить где то на срок обучения не смогу так как он еще очень маленький.;HOST
Если я заселюсь в общежитие, мне предоставят временную регистрацию, а через какое-то время(месяц, например) я решу перебраться в съемную квартиру, то что будет с регистрацией?;HOST
Можно ли в МИЭТе обучаться одновременно на двух факультетах?;ORG
Уважаемый ДмитриЙ! Доброго времени суток, дочь не очень любит математику.....Не знаете ли Вы вдруг, есть ли Вузы и факультеты без математики? Если есть...а может не один...я бы был признателен за полную информацию в любой доступной форме(мобильной..транзакционной и др...);ORG
Здраствуйте) Есть ли в МИЭТ, ФАКУЛЬТЕТ ЮРИСПРУДЕНЦИЯ? КОГДА НАЧНЕТ РАБОТАТЬ ПРИЕМНАЯ КОМИССИЯ В 2012 ГОДУ? СКОЛЬКО СТОИТ ОБУЧЕНИЕ  ЮР-ФАКЕ? СПАСИБО ЗА ВНИМАНИЕ);ENTER
Добрый день!Есть ли в вашем вузе невыездные направления,специальности?Есть ли магистратура на напр.Информационная безопасность?Спасибо.;ORG
Здравствуйте. У меня такой вопрос: скажите пожалуйста, могут ли ввести какой-нибудь 4 предмет(например информатику) помимо русского языка, математики и физики для факультетов МПиТК, ЭКТ в качестве вступительного испытания при поступлении в МИЭТ в 2013 году? Если да, то когда об этом можно будет узнать?;ORG
Здравствуйте, подскажите, пожалуйста, имеется ли аккредитация  на факультете Дизайна?;ORG
Здравствуйте. Можно узнать какие результаты ЕГЭ рассматриваются при поступлении на факультет - Институт экономики , управления и права?;ORG
Здравствуйте. Можно подать документы для поступления в электронном виде?;DOC
какие предметы надо сдавать ?;ENTER
Нужна ли профильная математика ?;ENTER
Подскажите, пожалуйста, сколько баллов надо чтобы поступить на медицинскую кибернетику;RANG
Предоставляется ли общежитие?;HOST
Какая стоимость проживания?;HOST
Какой размер стипендии?;ORG
подскажите, пожалуйста, где можно посмотреть перечень документов, необходимых при подаче заявки на поступление?;DOC
И какой последний день приема заявлений по эл.почте?;DOC
где вы проходите практику?;ORG
Нужна ли вторая обувь?;ORG
И когда приказ о зачислений выйдет?;RANG
Скажите пожалуйста когда будет приказ на зачисление?;RANG
можно уточнить о стоимости обучения в приказе у 4 курса?;ENTER
можно узнать точные числа дней открытых дверей;ORG
есть ли у вас магистратура по программированию?;ORG
Где можно форму заявления о приёме в ПГТУ скачать?;DOC
А на время вступительных испытаний иногородним поступающим предоставляется жильё?;HOST
Когда у вас ближайший день открытых дверей?;ORG
Где можно узнать точный список подавших заявление;RANG
во сколько 5 августа зачисление будет?;ENTER
какого числа заселяют в общагу?;HOST
Как производится оплата?;ENTER
И как вообще, сложно обучаться?;ORG
что нужно для магистратуры на менеджмент?;ENTER
нужно ли свидетельство о результатах ЕГЭ при поступлении в этом году?;DOC
какие предметы нужны для поступления на кафедру химии и биотехнологии?;ENTER
Есть шанс поступить на электротехнический со 162 баллами?;RANG
В субботу документы принимают?;ORG
во-сколько будет собрание по поводу зачисления;ORG
когда у вас заселение;HOST
Сколько баллов надо на горно-нефтяной факультет;RANG
сколько примерно баллов надо на бюджетное место;RANG
Скажите пожалуйста сколько в этом году минимальный балл для поступления в ПНИПУ;RANG
Есть ли бюджетные места заочного отделения на специальность Информационые системы и технологии;ENTER
Здравствуйте,скажите когда будет день открытых дверей?;ORG
Скажите пожалуйста есть ли возможность учиться на заочном бесплатно?;ORG
можно ли при подаче оригинала изменить приоритет?;ORG
студенты каких факультетов учатся на комплексе?;ORG
Когда будет поступление?;ENTER
На зачисление обязательно приезжать?;ORG
с первого дня сразу будут лекции?;ORG
какие расценки на гуманитарный факультет?;ENTER
Можно ли сдать вступительные экзамены или ЕГЭ в вашем университете?;ENTER
Возможно ли при поступлении сдать обществознание?;ENTER
Платят ли губернаторскую стипендию в политехе?;ORG
а сколько губернаторская?;ORG
Трудно учиться на факультете прикладной математики и механики?;ORG
В вузе есть установленная форма одежды?;ORG
Когда вы будете проводить день открытых дверей?;ORG
Как проверить курсовую работу на плагиат?;ORG
обязательно ли нужна медицинская справка?;DOC
Какие экзамены нужно сдать, чтобы поступить на нефтяника?;ENTER
Сколько баллов добавляют за аттестат с отличием?;PRIV
Есть ли какие-либо вступительные испытания помимо ЕГЭ?;ENTER
Нужна ли флюрография для поступления в Политех?;DOC
Какие именно документы нужны для подачи?;DOC
Какова вероятность поступить на бюджет?;RANG
Здравствуйте, есть направление в ПНИПУ металлорежущие станки?;ORG
Здравствуйте, а как у вас с общежитиями?;HOST
здравствуйте,сколько нужно платить за общежитие?;HOST
До какого числа идет прием оригиналов на бюджет?;DOC
а можно 1 августа ещё принести оригинал или уже нельзя?;DOC
Здравствуйте,на контрактной основе тоже идет конкурс по баллам?;ORG
а ИНН обязательно нести на зачисление?;DOC
Нужно ли сдавать биологию для поступления на химический факультет?;ENTER
Обязательно ли второго августа на зачислении присутствовать?;ORG
